,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
26,10,0,5,SH,opt,coop,80%,1,18,1781,8224,1,try and get more then me,batch1,2010,live,4,complete,0.21
27,11,7,5,HG,opt,coop,80%,1,19,5041,6260,1,try and get more then me,batch1,2010,live,4,complete,0.21
28,12,10,8,HG,opt,def,80%,0,19,2632,5864,1,try and get more then me,batch1,2010,live,4,complete,0.21
29,13,0,8,SH,opt,coop,80%,1,20,13141,14081,1,try and get more then me,batch1,2010,live,4,complete,0.21
30,14,7,15,SG,opt,def,90%,1,21,7100,8185,1,try and get more then me,batch1,2010,live,4,complete,0.21
31,15,3,15,PD,opt,coop,80%,0,21,2113,3095,1,try and get more then me,batch1,2010,live,4,complete,0.21
0,0,10,5,HG,pess,def,80%,0,0,11744,20151,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
1,1,7,12,SG,pess,coop,60%,1,1,5044,8277,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
2,2,0,12,PD,pess,def,60%,1,2,8816,10231,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
3,3,3,8,SH,pess,coop,80%,0,2,2852,6812,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
4,4,10,12,SG,pess,coop,90%,1,3,4545,11004,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
5,5,0,8,SH,pess,coop,100%,0,3,2665,7257,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
6,6,7,8,HG,pess,coop,70%,1,4,4027,5603,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
7,7,0,15,PD,pess,def,90%,1,5,5132,7436,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
8,8,7,5,HG,pess,coop,60%,1,6,4721,6268,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
9,9,10,15,SG,pess,def,80%,0,6,2397,3709,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
10,10,3,5,SH,pess,coop,80%,0,6,2302,3788,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
11,11,3,15,PD,pess,def,90%,1,7,1925,3479,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
12,12,3,12,PD,pess,def,90%,1,8,2429,4102,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
13,13,0,5,SH,pess,coop,100%,0,8,1904,4132,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
14,14,7,15,SG,pess,def,60%,0,8,2501,4525,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
15,15,10,8,HG,pess,coop,90%,1,9,4179,5729,0,They are trying to get highest payout.,batch1,2011,live,4,complete,0.54
16,0,7,12,SG,opt,def,60%,1,10,6416,7685,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
17,1,7,8,HG,opt,coop,80%,1,11,3020,4427,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
18,2,0,5,SH,opt,coop,90%,1,12,2487,4115,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
19,3,3,15,PD,opt,def,70%,1,13,1889,3279,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
20,4,0,12,PD,opt,def,80%,1,14,1865,3273,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
21,5,0,8,SH,opt,coop,60%,1,15,2444,3766,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
22,6,10,12,SG,opt,def,60%,1,16,2677,4022,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
23,7,10,5,HG,opt,coop,80%,1,17,2553,3889,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
24,8,10,8,HG,opt,coop,80%,1,18,3170,4419,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
25,9,10,15,SG,opt,def,80%,1,19,1791,3466,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
26,10,3,8,SH,opt,coop,100%,1,20,2200,3566,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
27,11,3,12,PD,opt,def,90%,1,21,2021,3187,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
28,12,7,15,SG,opt,def,80%,1,22,1784,3347,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
29,13,7,5,HG,opt,coop,80%,1,23,2293,3737,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
30,14,3,5,SH,opt,coop,100%,1,24,5375,7315,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
31,15,0,15,PD,opt,def,100%,1,25,2371,3986,1,Trying to get highest payout,batch1,2011,live,4,complete,0.54
0,0,10,8,HG,pess,coop,80%,1,1,6584,8460,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
1,1,3,5,SH,pess,coop,90%,0,1,2771,4627,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
2,2,7,12,SG,pess,def,50%,0,1,3409,4438,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
3,3,3,12,PD,pess,def,60%,1,2,2647,5115,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
4,4,7,5,HG,pess,coop,80%,1,3,1573,2956,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
5,5,10,15,SG,pess,def,60%,0,3,2454,3962,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
6,6,0,12,PD,pess,coop,70%,0,3,4605,5815,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
7,7,0,5,SH,pess,coop,80%,0,3,1788,3402,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
8,8,10,5,HG,pess,coop,60%,1,4,3909,5173,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
9,9,3,8,SH,pess,coop,70%,0,4,1407,4679,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
10,10,7,15,SG,pess,def,60%,0,4,2944,4056,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
11,11,3,15,PD,pess,coop,40%,0,4,3387,4672,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
12,12,0,15,PD,pess,coop,40%,0,4,1698,3049,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
13,13,0,8,SH,pess,coop,70%,0,4,2584,4288,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
14,14,10,12,SG,pess,def,60%,0,4,2624,5605,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
15,15,7,8,HG,pess,coop,30%,1,5,3907,5299,0,"I have no idea, he seemed almost to be choosing randomly.",batch2,3000,live,4,complete,0.59
16,0,7,15,SG,opt,def,40%,1,6,3009,6131,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
17,1,0,12,PD,opt,def,40%,1,7,4487,5201,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
18,2,3,5,SH,opt,coop,60%,1,8,2088,3488,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
19,3,7,5,HG,opt,coop,70%,1,9,295464,297145,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
20,4,3,12,PD,opt,def,40%,1,10,4009,7537,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
21,5,7,8,HG,opt,coop,70%,1,11,6291,7569,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
22,6,0,8,SH,opt,coop,70%,1,12,269186,270500,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
23,7,10,15,SG,opt,def,60%,1,13,1948,3141,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
24,8,10,12,SG,opt,coop,50%,0,13,949804,950939,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
25,9,0,15,PD,opt,def,70%,1,14,2097,3809,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
26,10,0,5,SH,opt,coop,70%,1,15,1932,3172,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
27,11,10,8,HG,opt,coop,80%,1,16,3786,5304,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
28,12,7,12,SG,opt,def,70%,1,17,1684,3314,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
29,13,3,8,SH,opt,coop,80%,1,18,2033,4738,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
30,14,3,15,PD,opt,def,80%,1,19,1779,2930,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
31,15,10,5,HG,opt,def,90%,0,19,2416,4051,1,"To maximize their chance for points, regardless of the odds",batch2,3000,live,4,complete,0.59
0,0,3,8,SH,opt,def,80%,0,0,12432,16920,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
1,1,0,15,PD,opt,def,80%,1,1,7116,10641,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
2,2,7,8,HG,opt,def,60%,0,1,9765,12825,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
3,3,7,15,SG,opt,coop,80%,0,1,10615,15010,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
4,4,3,5,SH,opt,def,80%,0,1,6997,10571,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
5,5,7,5,HG,opt,coop,50%,1,2,5910,10130,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
6,6,0,12,PD,opt,def,90%,1,3,8165,12261,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
7,7,10,12,SG,opt,def,60%,1,4,7250,9745,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
8,8,7,12,SG,opt,def,60%,1,5,8492,11225,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
9,9,3,15,PD,opt,def,50%,1,6,6423,9132,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
10,10,0,8,SH,opt,def,70%,0,6,6182,8844,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
11,11,10,5,HG,opt,coop,70%,1,7,7449,10852,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
12,12,10,15,SG,opt,def,80%,1,8,11592,14348,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
13,13,0,5,SH,opt,coop,40%,1,9,8664,13864,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
14,14,10,8,HG,opt,coop,80%,1,10,6796,10260,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
15,15,3,12,PD,opt,def,80%,1,11,6895,9770,0,Definitely maximize earnings.,batch2,3002,live,4,complete,0.46
16,0,10,5,HG,pess,coop,50%,1,12,10365,13560,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
17,1,0,15,PD,pess,def,50%,1,13,8044,10553,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
18,2,7,12,SG,pess,def,60%,0,13,8817,13832,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
19,3,0,8,SH,pess,def,40%,1,14,7696,10837,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
20,4,0,5,SH,pess,def,50%,1,15,5051,7168,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
21,5,10,15,SG,pess,coop,50%,1,16,7897,10741,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
22,6,7,5,HG,pess,coop,70%,1,17,5477,8168,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
23,7,0,12,PD,pess,def,70%,1,18,7105,9957,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
24,8,10,8,HG,pess,coop,80%,1,19,4907,7976,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
25,9,3,15,PD,pess,def,80%,1,20,4804,7784,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
26,10,3,8,SH,pess,def,60%,1,21,3929,6851,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
27,11,10,12,SG,pess,def,90%,0,21,4376,7628,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
28,12,3,12,PD,pess,def,60%,1,22,5864,9260,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
29,13,7,15,SG,pess,def,70%,0,22,5549,8417,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
30,14,7,8,HG,pess,coop,60%,1,23,7026,9822,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
31,15,3,5,SH,pess,def,50%,1,24,6824,9405,1,Try to be fair or even things out.,batch2,3002,live,4,complete,0.46
0,0,7,15,SG,opt,def,60%,1,1,4303,10775,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
1,1,7,5,HG,opt,coop,90%,1,2,4356,6805,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
2,2,3,8,SH,opt,coop,100%,1,3,4517,7434,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
3,3,0,12,PD,opt,coop,50%,0,3,5285,10766,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
4,4,7,8,HG,opt,coop,100%,1,4,3252,5993,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
5,5,0,8,SH,opt,coop,100%,1,5,3384,6195,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
6,6,10,15,SG,opt,def,80%,1,6,3858,8165,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
7,7,0,15,PD,opt,def,80%,1,7,2922,6992,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
8,8,10,5,HG,opt,coop,100%,1,8,6575,8951,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
9,9,3,5,SH,opt,coop,100%,1,9,3440,5004,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
10,10,3,15,PD,opt,def,90%,1,10,2084,5992,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
11,11,10,12,SG,opt,def,80%,1,11,2743,7666,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
12,12,0,5,SH,opt,coop,100%,1,12,2000,4166,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
13,13,3,12,PD,opt,def,90%,1,13,3642,7496,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
14,14,7,12,SG,opt,def,90%,1,14,2629,4849,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
15,15,10,8,HG,opt,coop,100%,1,15,2470,5313,0,Chose the options that would pay them the most without consideration of the opponent,batch2,3005,live,4,complete,0.2
16,0,7,12,SG,pess,coop,50%,1,16,4869,11810,1,Entirely random,batch2,3005,live,4,complete,0.2
17,1,7,8,HG,pess,coop,100%,1,17,1860,3861,1,Entirely random,batch2,3005,live,4,complete,0.2
18,2,0,5,SH,pess,coop,100%,0,17,1866,4320,1,Entirely random,batch2,3005,live,4,complete,0.2
19,3,3,15,PD,pess,coop,50%,0,17,5641,9799,1,Entirely random,batch2,3005,live,4,complete,0.2
20,4,0,12,PD,pess,def,70%,1,18,2171,5731,1,Entirely random,batch2,3005,live,4,complete,0.2
21,5,0,8,SH,pess,coop,100%,0,18,2387,3779,1,Entirely random,batch2,3005,live,4,complete,0.2
22,6,10,12,SG,pess,def,90%,0,18,3006,7554,1,Entirely random,batch2,3005,live,4,complete,0.2
23,7,10,5,HG,pess,coop,60%,1,19,3346,6724,1,Entirely random,batch2,3005,live,4,complete,0.2
24,8,10,8,HG,pess,coop,50%,1,20,4922,8404,1,Entirely random,batch2,3005,live,4,complete,0.2
25,9,10,15,SG,pess,def,60%,0,20,3042,9103,1,Entirely random,batch2,3005,live,4,complete,0.2
26,10,3,8,SH,pess,coop,60%,0,20,1910,4801,1,Entirely random,batch2,3005,live,4,complete,0.2
27,11,3,12,PD,pess,coop,50%,0,20,2582,7437,1,Entirely random,batch2,3005,live,4,complete,0.2
28,12,7,15,SG,pess,def,50%,0,20,2245,4758,1,Entirely random,batch2,3005,live,4,complete,0.2
29,13,7,5,HG,pess,def,50%,0,20,1959,4763,1,Entirely random,batch2,3005,live,4,complete,0.2
30,14,3,5,SH,pess,coop,50%,0,20,1521,3614,1,Entirely random,batch2,3005,live,4,complete,0.2
31,15,0,15,PD,pess,coop,50%,0,20,1370,3993,1,Entirely random,batch2,3005,live,4,complete,0.2
0,0,7,5,HG,pess,coop,100%,1,1,7263,10125,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
1,1,3,5,SH,pess,coop,100%,0,1,3155,5533,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
2,2,7,12,SG,pess,def,80%,0,1,2651,4095,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
3,3,3,15,PD,pess,def,70%,1,2,6890,8790,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
4,4,0,5,SH,pess,coop,100%,0,2,3837,6269,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
5,5,0,15,PD,pess,def,70%,1,3,2513,4085,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
6,6,7,15,SG,pess,def,70%,0,3,1836,3180,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
7,7,10,8,HG,pess,coop,50%,1,4,5403,8978,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
8,8,10,12,SG,pess,coop,50%,1,5,5685,7841,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
9,9,3,8,SH,pess,def,50%,1,6,2036,3370,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
10,10,10,5,HG,pess,def,50%,0,6,9849,11534,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
11,11,3,12,PD,pess,def,60%,1,7,2236,3674,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
12,12,10,15,SG,pess,coop,50%,1,8,4062,5672,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
13,13,0,12,PD,pess,coop,50%,0,8,6977,8597,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
14,14,0,8,SH,pess,coop,50%,0,8,2594,3846,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
15,15,7,8,HG,pess,def,70%,0,8,1932,3869,0,They was trying to give little as possible to the opponent.,batch2,3008,live,4,complete,0.64
16,0,0,8,SH,opt,coop,70%,1,9,3969,5503,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
17,1,7,5,HG,opt,coop,70%,1,10,1972,2892,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
18,2,10,15,SG,opt,def,50%,1,11,3362,4984,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
19,3,3,12,PD,opt,def,50%,1,12,2436,3863,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
20,4,7,15,SG,opt,def,50%,1,13,1454,2716,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
21,5,7,8,HG,opt,coop,80%,1,14,3014,4178,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
22,6,3,5,SH,opt,coop,100%,1,15,2460,3574,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
23,7,3,15,PD,opt,def,100%,1,16,2498,4340,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
24,8,0,15,PD,opt,def,100%,1,17,1913,3229,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
25,9,10,8,HG,opt,coop,100%,1,18,6302,7074,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
26,10,10,12,SG,opt,def,100%,1,19,1748,2765,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
27,11,0,5,SH,opt,coop,100%,1,20,1815,3237,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
28,12,0,12,PD,opt,def,100%,1,21,2486,3620,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
29,13,3,8,SH,opt,coop,100%,1,22,1635,3060,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
30,14,10,5,HG,opt,coop,100%,1,23,2768,3934,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
31,15,7,12,SG,opt,def,100%,1,24,2034,3390,1,They chose what made them the most.,batch2,3008,live,4,complete,0.64
